x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-3.158208, 5.690082, NaN, NaN, -13.631968, 24.385065, 2.748490, 7.075701, 6.332864, -1.459528, 21.419514, -2.750980, 9.468329, -1.074067, NaN, 18.031634, -0.862645, 21.831805, NaN, -29.782044, -44.890027, 13.027077, -13.040137, NaN, -5.261378, NaN, -4.752522, -0.161966, -0.673826, -6.415295, -7.813527, -5.680359, -14.646399, -18.695657, NaN, NaN, -1.726646, 5.378805, 9.550734, NaN, 15.286795, 10.681131, 24.446253, -18.485395, -3.671874, -5.333560, 4.944519, -10.156607, 14.433409, 21.037746, -9.706526, -0.415798, -10.798107, 8.099847, NaN, 9.822422, -12.750275, 2.007264, -4.982123, -0.322642, NaN, -9.407277, 16.050421, -4.796029, -19.170899, NaN, -23.811706, 19.539087, 7.731200, 8.798236, 3.235720, 8.360085, -6.736722, -2.268689, -7.612551, 29.364345, -7.145386, 6.391222, -0.899659, -5.819741, 5.099261, -16.983119, 3.616935, 17.930263, -7.253989, 2.262603, NaN, 4.589778, -29.286531, -3.861047, NaN, 13.175008, -3.778613, 2.865156, 1.726460, G, I, G, K, NaN
-8.899990, 4.718317, 10.569502, -16.776057, -16.846141, 21.857333, 0.629253, 3.629768, -2.138423, -9.567408, 17.418393, NaN, 0.342826, 0.355090, -7.489737, 11.509319, -7.771059, 14.851695, -2.518638, -29.646627, -46.672931, 10.231731, -15.664985, -5.526182, -2.859124, -4.346010, -14.177216, -2.841279, -3.617035, -10.046197, -13.222974, -7.977271, -24.058148, NaN, -4.059641, -1.361690, -7.814779, 0.286658, 4.729698, -6.248001, NaN, 7.662256, NaN, -21.557973, -2.613768, -8.316241, 3.612154, -14.814671, 14.347341, 10.833052, -15.411928, 1.828237, -10.003831, 3.716334, 15.300102, 4.421716, -20.097456, -4.815699, NaN, -3.060724, -2.873189, NaN, 13.516305, -9.321594, -22.222583, NaN, -22.224824, 12.113509, 3.478867, 2.427496, NaN, 5.650881, NaN, -4.808021, -6.799808, 24.396843, -13.738778, 4.129510, NaN, NaN, 2.408359, -22.886761, -2.150348, 14.462313, -5.799064, -6.605083, 0.117414, 2.196538, -34.857891, -8.387851, 7.110376, 11.604087, -7.428710, NaN, -5.921669, H, NaN, G, K, I
-5.554440, 8.311930, 15.159096, -18.338014, -15.654274, 17.734509, -1.662584, 1.988847, 2.676185, -3.368731, NaN, -3.393166, 2.978056, -2.043565, -10.157523, 10.358407, -3.776066, NaN, NaN, -30.987799, -45.061267, NaN, -10.779299, -1.954946, -8.092712, 0.821611, NaN, -4.083573, -1.802222, -11.030330, -12.976733, -9.395655, -19.506573, -24.194841, -2.399875, -4.470049, -9.828043, 1.067773, 7.455795, -0.871710, 12.340231, 5.909612, 20.374039, NaN, 0.769890, -8.158270, 6.779877, -13.081235, 16.288588, 18.170460, -8.503077, NaN, -9.887724, 4.906487, 15.148431, 5.048653, -19.089474, -4.799030, -10.979190, -4.152443, -3.193801, -13.657744, NaN, NaN, -20.401955, -7.387150, -20.951288, 12.623909, NaN, NaN, -3.011574, 5.993170, -15.346243, -0.656767, -6.498045, 27.518528, -13.174386, 5.865221, NaN, -0.079136, 4.473102, -22.839197, NaN, NaN, -7.580444, -1.692972, NaN, -0.339254, -36.121357, -8.866432, 7.904406, 8.202512, -6.167599, 0.878800, -0.058883, H, I, I, NaN, I
-6.858440, 3.464483, 15.041970, -16.380990, -10.908366, 24.260842, 5.907393, NaN, NaN, -2.588152, 19.689075, -3.920745, 8.693645, 0.292100, -6.902493, 17.288801, -3.624045, 19.528205, NaN, -29.562047, -44.916201, 11.144413, -5.528006, NaN, NaN, NaN, -4.103016, 3.410260, -0.212929, -8.989581, -11.169138, -4.745197, -16.752320, -15.965974, 3.598656, -0.164300, 3.891214, 3.533773, 12.239157, NaN, 11.050572, 9.285874, 24.128509, -19.045709, 1.574058, -5.975669, 8.359045, -5.304126, 18.586518, 24.059469, NaN, 0.048292, -6.884604, NaN, 24.382199, 10.989187, -11.814085, 1.446446, -5.372794, -1.444054, -3.288850, -9.590861, 13.797678, -1.036929, -13.944270, -8.087296, NaN, 17.007235, 9.251134, 9.473849, NaN, 7.944343, -9.548999, NaN, -8.040201, 30.765759, -5.901849, 6.118307, NaN, -0.190365, 5.800415, -22.016999, 0.307934, 13.960054, -3.326731, NaN, NaN, 4.671873, NaN, -3.033091, 9.616861, 13.578605, NaN, 1.723561, 2.285368, NaN, I, G, I, NaN
NaN, 2.718867, 10.855477, -17.894932, NaN, 24.695487, 1.914447, 4.409169, -0.298750, NaN, 13.629734, -3.905504, 1.066245, -1.458467, -10.007374, NaN, -8.742668, 10.380614, -6.174585, -27.799880, -49.578204, 14.082656, -10.140278, NaN, -7.306463, NaN, -8.599575, 0.172532, -7.799635, -10.618449, -13.735314, -12.724201, -17.410392, -22.492194, 0.113599, -8.282511, -4.458351, 4.779164, 2.221742, NaN, 11.766111, 5.595855, 18.224539, -16.450710, -10.643987, -7.684571, -0.937863, -8.965686, 9.444054, 16.107221, -16.279375, -0.549430, -12.452351, 8.497782, NaN, 4.698012, NaN, -1.130933, -9.115311, -2.249251, -7.847838, NaN, 10.213525, -7.930670, NaN, -6.829756, -22.022403, 12.083015, -1.312782, 1.475109, NaN, 2.418463, -14.207016, -6.922720, -8.413916, 24.843335, NaN, NaN, -2.857108, -5.597260, -0.112591, -23.054560, -2.605704, 16.181773, -9.986020, NaN, 0.337095, 3.815846, NaN, -4.660417, 4.792159, 13.228195, NaN, 0.934033, -2.802317, J, H, H, K, G
NaN, 2.194374, 11.465773, -17.413180, -14.075728, 27.805238, 4.772402, 5.212351, 4.332436, -2.150515, 12.456967, -7.608465, NaN, 0.719802, NaN, NaN, -9.447910, 12.757282, -4.633084, -30.030251, -50.913705, 11.831316, -10.337120, -1.599017, -7.718073, 1.755938, -8.096690, -0.833049, NaN, -7.321647, -16.247954, -12.848148, -15.793248, -21.750581, -0.850065, -6.752460, 0.043344, 1.510752, 5.844888, -2.370671, 10.316280, 10.007896, NaN, NaN, -1.681947, -7.183702, 1.676192, -4.797355, 14.242506, 19.129856, -10.982812, -2.483287, -9.202583, 6.764436, 19.164860, 3.788816, -12.583076, -1.271214, NaN, NaN, -8.242903, -9.612009, 9.436568, -10.747708, -18.956350, -7.583683, -24.140869, 14.111890, 4.493862, 6.115728, 1.228777, 2.710737, -11.379503, -7.937328, NaN, 27.919950, -6.629567, 2.826223, NaN, -5.996654, 1.043434, -24.627236, -2.463421, 19.620885, NaN, -4.322594, 6.303944, 7.084773, -31.401780, -5.525090, 7.518581, 10.836536, -11.266369, -0.653854, NaN, K, H, I, K, J
-6.295385, 6.870670, NaN, -15.584697, -14.516522, 21.135475, NaN, 6.114876, 0.027953, -6.606196, 19.847297, -2.119387, 6.456384, 0.700487, -5.339537, 14.539454, -2.894668, 20.599318, -5.385344, -25.475747, -44.955614, NaN, -11.109706, 0.897162, 0.302668, 1.556482, -7.114363, 3.373354, -3.498859, -8.951757, NaN, -6.351914, -17.463343, -20.237322, -0.769378, -1.313536, -2.072832, 1.622041, 8.587519, -2.514586, 11.750780, NaN, 21.133549, -17.200782, 1.004638, -3.339407, 4.380902, -9.969202, 14.893722, 19.453045, -10.441238, NaN, -6.242780, 7.070704, 17.882703, 11.017325, -16.616519, 2.624629, -6.529098, -3.270804, -2.108893, -12.274909, 16.504134, -5.790198, NaN, -6.447057, -18.772200, 13.867834, 5.718534, 8.464389, 2.213614, NaN, NaN, -4.232306, NaN, 30.226315, -11.673939, NaN, 2.304355, 0.301157, 4.739830, -19.252367, -3.605162, 15.976042, -6.432856, -3.441499, 1.661419, NaN, NaN, -3.178228, NaN, 16.517314, -5.038413, 3.447290, 0.627190, I, I, I, NaN, NaN
NaN, 5.449970, 12.782532, -16.037147, -10.073608, 22.928978, 0.462483, 3.522675, 0.291697, -7.865008, NaN, -5.080634, NaN, 2.035617, -9.135127, 11.210370, -5.142899, 17.612395, -1.957190, -25.573218, -46.310993, 10.239042, NaN, 5.160125, -3.697717, NaN, -5.771268, -1.741003, -2.798920, -7.578206, -12.102932, -6.891510, -18.663470, NaN, 3.174605, -2.956902, -0.862055, -1.575604, 14.338496, 1.839992, 10.100846, 5.205101, 24.681258, -18.389316, -0.494320, -4.792866, 2.582261, -10.198944, NaN, 20.135164, -12.925763, 1.147263, -8.358636, 8.147124, 17.686175, 7.751760, -15.687025, 2.989815, -6.913711, -6.749081, NaN, -14.224553, 10.821992, -4.811437, -20.235554, -6.635132, -20.774419, 15.460900, 4.394118, 7.741381, 1.812175, 5.097353, -10.517624, NaN, -6.444656, 29.121781, NaN, 8.823299, 0.852868, -2.024429, 7.310407, NaN, -5.443141, 17.192783, NaN, -3.484982, 0.543404, 3.765659, -34.326766, -4.503672, 8.038958, 12.291004, -8.150643, -0.675562, 3.026335, K, I, J, K, J
-8.183726, 9.708087, 11.455462, -14.158503, -15.726225, 19.585806, 2.090713, 5.473956, 3.362526, -2.644267, 18.253783, -3.893214, 6.760475, -5.201694, -12.049180, NaN, -6.261320, 18.490383, -6.936445, -31.156075, -48.350847, 10.892849, -6.629644, -1.891964, -2.543797, 1.644178, -3.620826, 3.000806, -1.015797, -13.654042, NaN, -5.713329, -21.721384, NaN, 0.137063, -2.927173, -3.997812, NaN, 8.269116, -1.201412, 10.926779, 6.070515, 21.209854, -17.605936, 0.453089, -8.619339, 5.484359, -8.292585, 16.041593, 24.106188, NaN, -0.758713, -6.810859, 6.962685, 20.555871, 6.900327, -12.989523, -4.288229, -3.578510, -2.311653, -4.804512, -12.266941, 14.320317, NaN, -15.493753, -7.618030, -25.092768, 18.728835, NaN, 9.034069, -2.471893, 8.582253, -15.382819, -2.631054, NaN, 23.801353, NaN, -0.051101, -3.165620, -1.839873, 1.848822, -21.242649, 0.922121, 14.034976, -5.125714, -6.212027, 4.266131, NaN, -30.598861, -0.046115, 10.656838, 8.356558, -6.717812, 1.741354, 0.554044, K, H, J, G, H
NaN, 8.644238, 17.351209, -15.120487, -17.537746, 25.412168, 2.765369, NaN, 4.595164, -3.469137, NaN, -2.298395, 6.352814, -1.046378, -5.473689, 19.215282, -5.817427, 13.335263, NaN, -28.688958, -46.095469, 7.391402, -8.328226, -0.224557, -5.790216, NaN, -5.909877, 0.897458, -4.716908, -6.262672, -14.604360, -8.297588, NaN, -20.005575, -1.493875, -5.814025, -2.098946, 1.470591, 5.830061, -0.978383, 11.393591, NaN, 20.715557, -18.827725, -0.440372, -7.762224, 5.609964, -8.109029, 13.143356, 19.805616, -9.742062, NaN, -8.761912, 8.967139, 19.282794, 6.849193, NaN, NaN, NaN, -0.952379, -6.915421, -5.966100, 12.016410, -7.237258, -19.240325, -4.219802, -21.268343, NaN, 6.899811, 6.224687, 7.898944, 3.871069, -9.435424, -2.951386, -6.333939, 28.329251, -11.212952, 5.569206, -0.886056, -2.555428, 7.336092, -23.144134, 3.504478, 20.770067, -10.879121, 1.279237, NaN, 5.423045, -27.958358, -4.945759, 10.689312, NaN, -9.443753, -5.318982, NaN, G, I, K, J, K
NaN, 4.858487, 13.603418, -12.864794, -14.349063, 25.833793, 2.577827, 6.820036, -0.763302, NaN, 11.313694, -3.220054, 2.087857, -2.820512, -11.171352, 12.298668, -7.208785, 14.886973, -6.417827, -27.193453, -45.740326, 8.041861, -12.528037, -0.380724, -6.409086, 3.760784, -7.000293, -0.966893, -3.014716, -8.674822, -14.860259, -13.280048, -19.224527, -21.066286, -1.763359, NaN, -8.956621, 1.413093, 6.636586, -6.599735, 11.273173, 3.610592, 14.654661, -17.681118, -7.656458, -11.708531, -0.962838, -10.687834, NaN, 21.251999, NaN, -3.351100, -10.793411, 6.749228, 17.272271, NaN, NaN, NaN, -10.208261, -3.867267, -2.179713, -12.184233, 12.114409, -9.212236, -19.466571, -5.131359, -21.259917, 14.034830, 0.677461, 2.608310, -0.820396, NaN, -12.149386, -8.432291, -6.395638, 24.141264, -8.309626, 7.436053, -2.540140, -4.309452, 2.629639, -22.921514, -1.987412, 15.535590, -13.653690, -5.058190, -1.665626, 3.264458, -30.582103, -7.132547, 2.105370, 11.235898, -15.550226, 6.325979, NaN, I, I, G, H, K
-12.844026, 5.017657, NaN, -21.771118, -21.885277, 23.121068, 0.434598, 6.550336, -2.659909, -9.348650, 15.956745, -3.888050, 0.763789, NaN, NaN, 14.337725, -3.754568, 11.158640, -5.547188, -27.846273, NaN, 10.626842, NaN, NaN, -4.637749, -0.168399, -13.792312, -3.454271, -7.968937, -9.146101, -13.871130, -9.770863, -21.983891, NaN, NaN, -2.846497, -2.495857, -0.534892, 6.186402, -4.672746, NaN, 6.589540, 19.523301, -20.004551, -3.187623, -10.152812, 1.751527, -11.662569, 14.635320, 15.629363, -10.575117, NaN, -11.177792, 5.979992, 13.082315, 8.711071, -13.903346, -4.259308, NaN, -6.021059, -4.116756, -17.156045, NaN, -9.323982, -24.759106, -6.573692, -26.321723, NaN, 2.822138, 3.010293, 3.668761, 3.215454, -7.422782, -7.981733, -14.385552, 26.664326, -11.908737, 5.068452, -0.614037, -2.314557, 4.146225, -24.754776, -2.217497, 13.606996, -12.099390, -6.721187, -1.718273, 2.870494, -35.753322, -7.825995, 1.728102, 15.523827, -11.814205, NaN, -3.102257, I, I, H, I, G
-13.453124, 4.681293, 9.597860, -18.229127, -18.563475, NaN, -0.379316, 2.577393, NaN, NaN, NaN, -7.213537, 2.007143, -3.845214, NaN, 13.747152, -10.728351, NaN, -5.833245, -32.965458, -44.506673, 7.989408, -13.667673, -3.168190, -5.048083, -4.715312, -11.575860, 0.069053, -8.271540, -13.124305, -14.317834, -7.620331, -22.684910, -23.016194, -4.397333, -4.609021, -3.754003, -2.130016, 6.062769, -7.309347, 7.765519, NaN, 18.683434, -17.934275, -3.519762, -11.691172, 0.201058, -15.079871, 11.807123, 17.432203, -12.549513, NaN, -11.275092, 5.287518, 14.047185, NaN, -21.938703, -8.114371, -8.480288, -5.086587, -9.510308, -11.843508, 6.738465, NaN, -19.178238, NaN, -24.519923, 14.798015, -1.483498, 2.058899, 5.169632, 2.168617, -15.064055, -11.175579, NaN, 26.625058, -12.566284, 3.719800, -3.509871, -2.904674, 2.512757, -24.461376, -3.490966, 14.358268, -10.471720, -4.923780, -2.919510, -0.444173, -32.216933, -4.639422, 2.195455, NaN, -11.687271, -5.888138, -4.907349, K, H, NaN, NaN, G
NaN, 11.412513, 14.868548, -14.438310, NaN, 23.849777, NaN, NaN, 3.201163, -1.675117, 20.355688, 2.528342, 6.441831, 0.664045, -4.974130, 19.002802, -4.078386, 17.281917, -0.834392, -23.702764, -44.687855, 17.688699, -7.052354, 6.486579, -1.609476, 1.914768, -4.205091, 5.345160, -1.371748, -5.925898, -6.535969, -4.122106, NaN, -17.897718, 1.363632, -0.078202, 3.731747, 9.514812, 12.308609, -3.730225, 17.514221, 12.766533, 21.456674, -12.772739, -0.581994, -2.068658, 6.040503, -9.469207, 16.892299, 23.332159, -7.971629, 2.933040, -4.002206, 14.729000, NaN, NaN, -13.709457, -0.374113, 0.141464, 0.223496, 2.279762, NaN, 18.974114, -5.154836, NaN, -0.798719, NaN, 18.982190, 6.498965, 11.679456, NaN, 7.983472, -6.871422, -2.591210, -5.960682, 29.368709, -4.449108, 6.286842, 1.734574, 1.106460, 10.173944, -15.297863, -2.140816, NaN, -4.380730, -1.455195, 5.681399, NaN, -29.270970, -0.917679, 9.865470, 15.176035, -3.948498, 1.840935, 5.054956, G, I, G, NaN, I
-7.370471, NaN, 9.695022, -18.869173, -15.739561, 19.693748, 2.764057, NaN, 2.299569, -5.349237, NaN, -2.652743, 3.362747, NaN, -11.240814, 13.037046, NaN, 18.449316, -2.505758, -29.130831, -48.961719, NaN, NaN, 2.476820, NaN, NaN, -9.680382, -0.849729, -5.705864, -8.836740, -7.865195, -3.683685, -22.034449, -18.450357, NaN, NaN, NaN, 1.124627, 6.914128, 0.322969, 12.974056, 8.572226, 20.332942, -19.976183, 0.933584, -7.862317, 5.110675, -11.443550, 21.167746, 15.171847, -8.647270, 0.812321, -9.534851, NaN, 18.992432, 4.130566, -16.606885, -2.855764, -6.614802, -3.071055, -4.607192, -15.092513, NaN, -6.009884, -21.681848, NaN, -21.045674, 12.113371, 4.806482, 4.102013, 0.782381, NaN, NaN, -6.498018, -4.356531, 24.758980, NaN, 4.541916, -1.666405, 3.216263, 5.658942, NaN, -0.786683, NaN, -5.148859, -3.352816, 2.143118, 3.263795, -33.161282, -7.208121, 9.638995, 9.922789, -5.724591, 0.826526, -1.864375, H, H, NaN, NaN, I
-4.554351, 5.440427, 13.177088, -16.104228, -17.536007, 22.723707, 0.087480, NaN, 3.756263, -1.146048, 17.091667, -2.691601, NaN, -4.840263, -7.264971, 15.355921, -1.910039, 19.541875, -5.827300, -26.875282, -46.245162, 13.175885, NaN, 0.083221, -5.929553, -0.193003, NaN, -0.866430, -5.888815, -8.039852, NaN, -5.080144, -17.146825, -16.027295, 3.460005, -4.690526, -0.976276, 3.676483, 7.288736, -2.458795, 14.808129, 9.704417, 19.935448, -19.067019, -5.791246, -5.538658, 3.535382, -9.167374, 10.372389, 17.852707, -12.551677, -2.967685, -7.435872, 7.112599, NaN, 8.747779, -14.172775, 2.383161, -3.647539, -3.452149, NaN, -14.131672, 15.025353, -5.737132, -23.163589, -5.006270, -21.650474, NaN, 6.182816, 5.096478, NaN, 7.740828, -11.343198, -3.906229, -5.297422, 23.424843, NaN, 5.153504, -0.354478, -2.796637, 4.934131, NaN, 1.413644, NaN, -11.468777, -2.965349, 0.938904, 6.320930, -30.656884, -3.342876, 11.348552, 14.654874, -7.801667, 3.457629, -1.509869, K, I, I, J, NaN
-10.019251, 3.695467, 12.218586, -23.449156, NaN, 23.261669, 0.667586, 4.450409, 1.035780, -4.621099, 12.292784, -3.672236, 3.586875, -4.234778, -9.458468, 16.711644, -6.969609, NaN, -11.098151, NaN, -48.809295, 6.688068, NaN, -2.319826, -11.656616, NaN, -7.083827, -6.153647, -4.879977, -8.988699, -17.333635, NaN, -16.478826, NaN, -4.935747, -6.724278, -6.109189, -0.769769, 4.911653, -5.177431, NaN, 3.166446, 17.596934, -20.723441, -6.987333, -11.917168, -4.263615, -12.140325, 11.753574, 18.866015, -9.312656, -2.086610, -12.667823, 3.161448, 17.117887, NaN, -18.727377, -1.822840, -8.265273, -2.824206, -8.576942, -12.535650, 9.750820, -8.899681, -21.303525, -10.611460, -25.135846, 15.040729, NaN, 5.964501, 0.900497, 1.234902, -12.739348, -7.995362, -10.576755, NaN, -8.373391, 4.532066, -4.974774, -5.504114, 2.019932, -23.277172, 2.774730, 11.830131, -15.630414, NaN, -1.697298, -1.055792, -29.979362, -5.736698, 2.747776, 10.654475, -14.676621, -2.095850, 0.819836, I, NaN, G, J, I
-8.057982, 7.999979, 12.650747, -19.503639, -12.672060, 23.325304, 2.595304, 5.757046, 3.652613, NaN, 13.984923, -1.452022, 7.627558, 2.578728, -8.930990, 14.812117, -1.246473, 19.338428, -3.355578, -26.069561, -50.912955, 11.930715, -9.240739, 1.313179, NaN, 0.571991, -7.351922, NaN, -1.240431, -7.079413, -13.364753, -5.460089, -14.774148, -20.558699, 1.483179, -1.647119, -1.844490, NaN, 8.813420, -0.887570, 13.139113, 12.318870, 20.244409, -20.127340, 1.346759, -6.248017, 2.603164, -5.461382, NaN, 18.126935, -8.309276, NaN, -8.212449, 5.941769, NaN, 7.241300, NaN, 0.601144, -6.388035, -2.265434, -3.269550, -13.484720, 9.628591, -7.151088, -18.847762, NaN, -23.427978, NaN, 6.495584, 2.969706, -4.580817, 7.978510, -9.253895, -5.819631, -3.317682, 24.112184, -8.175684, 5.800846, -1.087419, 1.211561, 6.505607, -20.969802, 0.292527, 13.163221, -6.203356, -3.275226, 1.702768, 4.248959, NaN, NaN, 9.343739, 12.841681, -8.336114, NaN, 1.596001, NaN, I, H, I, NaN
-7.611098, 1.669096, 8.840736, -20.734118, -20.389653, 18.426176, -2.323239, -0.276931, -1.197929, -6.650691, 11.403173, -2.448084, 1.315765, NaN, -9.392366, 11.598924, NaN, 16.169941, -5.509607, -33.201296, -47.510473, 9.869144, -11.602095, NaN, -8.640020, NaN, -10.525013, -0.889996, -5.219667, -13.379846, -10.236326, -9.040826, NaN, -25.614234, -1.030474, -5.762953, NaN, NaN, 2.602867, -7.933639, 8.595630, 6.338233, 17.282739, -24.564131, -2.901281, -12.733123, 2.727488, NaN, NaN, 16.479839, -11.199043, NaN, -11.550441, 4.430633, 15.426716, 7.076075, -19.607553, -6.160066, -7.808851, -0.719941, -9.692528, -16.763474, 8.963996, -6.550315, -22.561010, NaN, NaN, NaN, 1.539021, NaN, NaN, 3.699758, -14.750771, -9.685542, -8.049991, 21.528751, -10.606260, 2.427117, -2.835567, -4.374867, -0.807757, -22.657301, -0.505313, 9.614755, -12.521354, -4.575556, -0.817296, 0.055382, -31.472007, NaN, 5.341968, 10.353700, -8.262220, 0.505548, -6.968117, G, H, H, I, G
-4.528819, 14.221859, 14.408840, -14.321436, -13.717266, 27.015619, 2.094947, 7.631458, 3.094786, -2.372931, 16.328593, NaN, 5.651247, 1.654444, -8.227156, 15.719087, -3.076736, 18.261530, -4.003830, -25.357548, -50.263425, 13.497517, -11.352229, 2.098704, -5.770573, 3.341482, -6.658061, 2.763583, -3.708507, -5.890580, -10.223678, NaN, -16.149732, NaN, 2.235141, -6.944945, -5.188347, 6.003902, 10.044086, 2.103159, 14.303029, 13.363969, 21.737800, -21.247590, 2.606428, -7.740899, 5.370103, -6.836280, 20.320888, NaN, -8.740009, 3.900496, -11.640780, 11.660565, 19.960998, 5.690744, NaN, -1.926558, NaN, -0.129828, NaN, -14.640562, NaN, -4.353766, -22.827315, -2.295935, -23.068986, 18.375765, NaN, 10.142866, 0.565427, NaN, NaN, -2.162874, NaN, NaN, -8.649421, 2.562722, -0.449864, -0.721472, 5.746101, -22.787202, 0.642579, 18.278841, -4.770817, -2.014417, NaN, 4.463166, NaN, -5.063246, 9.149531, 9.853340, -8.764822, 2.301869, 1.399295, J, NaN, H, J, H
-6.228218, NaN, NaN, NaN, NaN, 26.509021, 3.833541, 7.834044, 4.587987, -8.556318, 18.581766, 0.792002, 6.022840, 6.646214, -7.935327, 15.880423, -2.691677, 19.216630, 0.609883, NaN, NaN, NaN, -8.505026, 4.488168, 0.737095, 4.823277, -9.680722, -0.206943, 1.428467, -5.289293, -9.602576, -8.418175, -15.413113, -20.193078, NaN, 4.609484, -2.303856, 2.511443, 9.047507, -1.831663, 8.297978, NaN, 19.531757, NaN, -1.282295, -9.263487, 5.001561, NaN, 19.299272, 17.990114, NaN, 2.957416, -8.637490, 9.466324, 22.252544, 14.194854, -11.087066, 0.760358, -4.179757, 3.592717, -2.592396, -14.846237, NaN, -2.825831, -17.012771, -7.737846, -19.036650, 15.549932, 8.425155, NaN, 5.662880, 8.781464, -9.344531, -4.766082, -2.365405, 26.283919, -2.912778, 10.555706, 2.839095, -0.538611, 5.583415, -18.021339, 2.830243, 10.863959, -5.954691, NaN, -1.093996, 2.982172, -25.735258, NaN, 7.112358, NaN, -3.379681, 7.263623, 2.852053, NaN, I, NaN, NaN, I
-7.197559, 3.688719, 12.054821, -19.647950, -12.937466, 23.919654, 3.722081, 6.437739, 3.478027, -3.351986, 14.497981, -1.918531, 5.318111, -2.071907, -8.762456, 15.661712, -4.870606, 18.585326, NaN, -30.926694, NaN, 10.653620, NaN, NaN, NaN, 0.585145, -7.678603, -1.044799, NaN, -7.108056, -10.324427, -6.314461, -18.477539, -17.176286, -1.045710, NaN, -1.886100, NaN, NaN, NaN, 12.855636, 7.555621, 19.848742, -20.462423, -3.791056, -6.623758, 3.296939, -9.631318, 16.318466, 18.668988, NaN, -2.418016, -8.845360, 10.518296, 21.550165, 10.084387, -17.778532, -1.109994, -6.812718, -1.637929, NaN, -9.472027, 13.485791, -6.872519, NaN, -2.986725, -24.003889, 16.028946, 4.184174, NaN, 5.259257, 3.846456, -7.173268, -10.070888, -6.226349, 23.703105, -7.554282, 3.600024, -1.675728, -2.305919, NaN, -18.979238, -0.578829, NaN, -12.439471, -2.834733, 0.392978, 6.000011, -28.227481, -3.191032, 6.978466, 14.586039, NaN, 1.607126, 0.926525, NaN, I, G, H, K
NaN, 8.764533, NaN, NaN, -9.530147, NaN, 4.509870, NaN, 1.764605, -3.379987, 16.634176, -2.920025, 7.741943, 1.693466, -7.975273, 15.565326, -6.275947, 18.429508, NaN, -26.690521, -43.663883, 15.184079, -7.840217, 0.612800, -4.701021, 3.525916, NaN, 1.775421, -3.516604, -10.391948, -7.544334, -3.510345, NaN, -17.581779, -0.435622, -5.654972, -3.821120, -1.231144, 8.922662, NaN, 13.366336, 8.151761, 22.909961, -17.591558, 0.059733, -8.594759, 6.265390, -8.420102, 18.842974, 18.192625, -11.648495, 2.116653, -10.157167, 10.661353, NaN, 4.829411, -11.669904, -4.287853, -6.464969, -0.222147, NaN, -13.604191, 9.162477, -0.651382, -21.178063, NaN, -21.158465, 16.006234, NaN, NaN, NaN, 7.711643, -12.025656, -7.479195, -4.689945, NaN, -9.296593, 7.705220, NaN, -0.127096, 3.887209, -20.702151, 1.257250, 14.270818, -2.689808, -5.513988, 0.555473, 1.536498, -31.032557, -5.924442, NaN, 12.243917, -6.253155, 4.234275, NaN, G, NaN, NaN, G, I
-8.457587, 6.436770, 15.537348, -15.293078, NaN, NaN, -0.270835, 4.246667, 4.630853, -2.208836, 17.808967, -4.627815, 6.411712, -2.503810, -6.129498, 19.179920, 0.282016, 20.001876, -2.764914, -26.499158, NaN, NaN, NaN, 0.672765, -5.603454, 0.102375, NaN, NaN, -2.682043, -7.934658, -7.458332, NaN, -16.860054, -17.994438, 2.160779, -3.756025, -0.818891, 0.710285, 9.116180, 2.684046, NaN, 7.336525, 23.040921, NaN, NaN, -6.892336, 7.711373, -9.608908, NaN, 18.501655, -7.669596, 2.860445, -6.588657, 9.860674, 21.448676, 11.113833, -12.796929, NaN, -4.524901, 1.121272, -6.712753, NaN, 10.870620, NaN, -21.738378, -6.079600, -24.027393, 17.351156, 3.255433, NaN, 2.457504, 11.124273, -11.789394, -3.773906, NaN, 25.440858, -8.669368, 9.110499, 1.136592, -0.793536, 4.885229, -16.718892, 6.199894, NaN, NaN, -2.114419, 3.642057, 4.573754, -30.749901, -1.797883, 8.193549, 16.704216, -2.763158, 0.535187, -1.676493, G, I, G, J, J
